calBP,PrDens,lo,hi,LogisticFit,PhaseID,CompID,BRMspd,MeanFCRArea
11419,0.017461496,0.006267567,0.011533826,0.00915255,Expansion,Component I,2.63E-06,-0.5
11418,0.017450833,0.006276702,0.011533412,0.009158527,Expansion,Component I,2.75E-06,-0.5
11417,0.017440145,0.006285158,0.011533085,0.009164507,Expansion,Component I,2.87E-06,-0.5
11416,0.017429366,0.00629293,0.01153285,0.009170489,Expansion,Component I,3.01E-06,-0.5
11415,0.017418329,0.006300026,0.01153237,0.009176474,Expansion,Component I,3.17E-06,-0.5
11414,0.017407182,0.006306954,0.01152943,0.009182461,Expansion,Component I,3.35E-06,-0.5
11413,0.017395951,0.006313712,0.011525484,0.009188451,Expansion,Component I,3.54E-06,-0.5
11412,0.017384663,0.006320301,0.011531695,0.009194443,Expansion,Component I,3.74E-06,-0.5
11411,0.017373346,0.006326791,0.011531772,0.009200438,Expansion,Component I,3.97E-06,-0.5
11410,0.017362027,0.006331937,0.011531867,0.009206436,Expansion,Component I,4.21E-06,-0.5
11409,0.017350222,0.006336348,0.011536616,0.009212436,Expansion,Component I,4.47E-06,-0.5
11408,0.017337774,0.006340983,0.011545009,0.009218438,Expansion,Component I,4.74E-06,-0.5
11407,0.017324625,0.006345858,0.011541493,0.009224443,Expansion,Component I,5.02E-06,-0.5
11406,0.017310717,0.006352042,0.01153229,0.009230451,Expansion,Component I,5.32E-06,-0.5
11405,0.017295995,0.006363027,0.011532562,0.009236461,Expansion,Component I,5.64E-06,-0.5
11404,0.017279557,0.00637252,0.011532538,0.009242473,Expansion,Component I,5.97E-06,-0.5
11403,0.017261366,0.006385216,0.011533306,0.009248489,Expansion,Component I,6.33E-06,-0.5
11402,0.017241387,0.006394679,0.01155304,0.009254506,Expansion,Component I,6.71E-06,-0.5
11401,0.01721959,0.00640482,0.011559348,0.009260526,Expansion,Component I,7.12E-06,-0.5
11400,0.01719595,0.006399057,0.011568483,0.009266549,Expansion,Component I,7.56E-06,-0.5
11399,0.017171199,0.006401005,0.01158252,0.009272574,Expansion,Component I,8.05E-06,-0.5
11398,0.017145308,0.006413548,0.011585397,0.009278602,Expansion,Component I,8.59E-06,-0.5
11397,0.017118251,0.006426979,0.011588748,0.009284632,Expansion,Component I,9.18E-06,-0.5
11396,0.017090002,0.006441489,0.01159189,0.009290665,Expansion,Component I,9.84E-06,-0.5
11395,0.017060542,0.006452775,0.011595135,0.0092967,Expansion,Component I,1.06E-05,-0.5
11394,0.01703047,0.006462064,0.011606649,0.009302738,Expansion,Component I,1.14E-05,-0.5
11393,0.016999734,0.006471972,0.011614398,0.009308779,Expansion,Component I,1.23E-05,-0.5
11392,0.016968286,0.006482441,0.011606891,0.009314821,Expansion,Component I,1.33E-05,-0.5
11391,0.016936076,0.006493486,0.011601627,0.009320867,Expansion,Component I,1.44E-05,-0.5
11390,0.016903057,0.00650307,0.011610752,0.009326915,Expansion,Component I,1.57E-05,-0.5
11389,0.016869555,0.006499056,0.01162297,0.009332965,Expansion,Component I,1.70E-05,-0.5
11388,0.016835531,0.006501921,0.011629311,0.009339018,Expansion,Component I,1.85E-05,-0.5
11387,0.016800949,0.006520396,0.011635878,0.009345073,Expansion,Component I,2.02E-05,-0.5
11386,0.01676577,0.006531464,0.011653792,0.009351131,Expansion,Component I,2.20E-05,-0.5
11385,0.01672996,0.006542728,0.011673125,0.009357192,Expansion,Component I,2.39E-05,-0.5
11384,0.01669531,0.006544166,0.011692493,0.009363255,Expansion,Component I,2.60E-05,-0.5
11383,0.016661854,0.006542374,0.011712112,0.00936932,Expansion,Component I,2.81E-05,-0.5
11382,0.016629628,0.006549324,0.011732047,0.009375388,Expansion,Component I,3.04E-05,-0.5
11381,0.016598662,0.006564516,0.011752289,0.009381459,Expansion,Component I,3.29E-05,-0.5
11380,0.016568986,0.006580249,0.011772831,0.009387532,Expansion,Component I,3.54E-05,-0.5
11379,0.016540215,0.006596688,0.011809475,0.009393607,Expansion,Component I,3.80E-05,-0.5
11378,0.016512449,0.006606785,0.011858298,0.009399685,Expansion,Component I,4.07E-05,-0.5
11377,0.016485779,0.006613538,0.011907651,0.009405766,Expansion,Component I,4.35E-05,-0.5
11376,0.016460295,0.006624924,0.011946409,0.009411849,Expansion,Component I,4.64E-05,-0.5
11375,0.016436076,0.006623715,0.011976281,0.009417934,Expansion,Component I,4.94E-05,-0.5
11374,0.016411891,0.006627563,0.012022438,0.009424022,Expansion,Component I,5.24E-05,-0.5
11373,0.016387819,0.006630834,0.012046349,0.009430113,Expansion,Component I,5.54E-05,-0.5
11372,0.016363937,0.006623364,0.01207022,0.009436206,Expansion,Component I,5.85E-05,-0.5
11371,0.01634032,0.006608847,0.012089763,0.009442301,Expansion,Component I,6.17E-05,-0.5
11370,0.016317038,0.006594482,0.012103662,0.009448399,Expansion,Component I,6.50E-05,-0.5
11369,0.01629262,0.00659475,0.012117775,0.0094545,Expansion,Component I,6.83E-05,-0.5
11368,0.016267149,0.006577393,0.012132115,0.009460603,Expansion,Component I,7.17E-05,-0.5
11367,0.016240647,0.006570514,0.012161805,0.009466709,Expansion,Component I,7.51E-05,-0.5
11366,0.016213165,0.006544075,0.012195943,0.009472817,Expansion,Component I,7.86E-05,-0.5
11365,0.016184756,0.006550901,0.012235374,0.009478927,Expansion,Component I,8.22E-05,-0.5
11364,0.016152051,0.006567903,0.012269157,0.00948504,Expansion,Component I,8.59E-05,-0.5
11363,0.0161151,0.006583713,0.012294781,0.009491156,Expansion,Component I,8.97E-05,-0.5
11362,0.01607396,0.006598446,0.012320406,0.009497274,Expansion,Component I,9.36E-05,-0.5
11361,0.016028794,0.006590345,0.0123456,0.009503394,Expansion,Component I,9.76E-05,-0.5
11360,0.015979566,0.006579924,0.012369717,0.009509517,Expansion,Component I,0.000101789125584,-0.5
11359,0.015923572,0.00656985,0.012380341,0.009515643,Expansion,Component I,0.000106138248426,-0.5
11358,0.015860989,0.006570849,0.012380003,0.00952177,Expansion,Component I,0.00011068105814,-0.5
11357,0.015792048,0.006584203,0.012397304,0.009527901,Expansion,Component I,0.000115422360367,-0.5
11356,0.015717037,0.006560177,0.012403892,0.009534034,Expansion,Component I,0.000120366851601,-0.5
11355,0.015636298,0.006540324,0.01242206,0.009540169,Expansion,Component I,0.00012551910408,-0.5
11354,0.015548791,0.006542115,0.012466508,0.009546307,Expansion,Component I,0.000130971525199,-0.5
11353,0.015455727,0.006543771,0.01248747,0.009552448,Expansion,Component I,0.000136733867176,-0.5
11352,0.01535844,0.006545964,0.012493001,0.00955859,Expansion,Component I,0.000142815539342,-0.5
11351,0.015258356,0.006556889,0.012504151,0.009564736,Expansion,Component I,0.0001492255434,-0.5
11350,0.015156955,0.006553284,0.012515085,0.009570884,Expansion,Component I,0.000155972407053,-0.5
11349,0.015056135,0.006552197,0.012544719,0.009577034,Expansion,Component I,0.000163064116407,-0.5
11348,0.014957638,0.00654889,0.012557269,0.009583187,Expansion,Component I,0.000170508047607,-0.5
11347,0.014863145,0.006546227,0.012563409,0.009589342,Expansion,Component I,0.000178310898185,-0.5
11346,0.014774236,0.006545897,0.012561655,0.0095955,Expansion,Component I,0.000186478618654,-0.5
11345,0.014692218,0.006551283,0.012559398,0.00960166,Expansion,Component I,0.000195016344878,-0.5
11344,0.014617345,0.006549725,0.012556901,0.009607823,Expansion,Component I,0.000203905769889,-0.5
11343,0.014550477,0.006551321,0.012553792,0.009613988,Expansion,Component I,0.000213149139418,-0.5
11342,0.014492238,0.006551658,0.012554785,0.009620156,Expansion,Component I,0.000222747833683,-0.5
11341,0.014443108,0.006552744,0.01255898,0.009626326,Expansion,Component I,0.000232702327946,-0.5
11340,0.014403423,0.006556077,0.012561842,0.009632498,Expansion,Component I,0.000243012156444,-0.5
11339,0.01436772,0.006567762,0.012564288,0.009638673,Expansion,Component I,0.000253558136206,-0.5
11338,0.014335998,0.006571264,0.012566371,0.009644851,Expansion,Component I,0.00026433933264,-0.5
11337,0.014308246,0.006574226,0.012568134,0.009651031,Expansion,Component I,0.000275354510574,-0.5
11336,0.014284444,0.006576802,0.012569622,0.009657214,Expansion,Component I,0.000286602129856,-0.5
11335,0.014264559,0.006578532,0.012570873,0.009663398,Expansion,Component I,0.000298080341568,-0.5
11334,0.014241756,0.006579427,0.012572365,0.009669586,Expansion,Component I,0.00030978198184,-0.5
11333,0.014216011,0.006580508,0.012574106,0.009675776,Expansion,Component I,0.000321703185285,-0.5
11332,0.014187306,0.006581768,0.012576109,0.009681968,Expansion,Component I,0.000333839735522,-0.5
11331,0.014155623,0.006583212,0.012578386,0.009688163,Expansion,Component I,0.000346187071009,-0.5
11330,0.014120947,0.006584853,0.012580951,0.00969436,Expansion,Component I,0.000358740291962,-0.5
11329,0.01407789,0.006586843,0.012584712,0.00970056,Expansion,Component I,0.000371601809511,-0.5
11328,0.014026558,0.006589167,0.01259302,0.009706762,Expansion,Component I,0.000384761147535,-0.5
11327,0.0139672,0.006591792,0.012602776,0.009712967,Expansion,Component I,0.000398206822479,-0.5
11326,0.013899918,0.006594797,0.012613995,0.009719174,Expansion,Component I,0.000411926373236,-0.5
11325,0.013824954,0.006606772,0.012626711,0.009725384,Expansion,Component I,0.000425906396805,-0.5
11324,0.013741173,0.006603929,0.01264109,0.009731596,Expansion,Component I,0.000440099657225,-0.5
11323,0.013649105,0.006620826,0.012651429,0.00973781,Expansion,Component I,0.000454494734684,-0.5
11322,0.013549314,0.006632906,0.012659745,0.009744027,Expansion,Component I,0.000469079685369,-0.5
11321,0.013442399,0.006638779,0.012669229,0.009750247,Expansion,Component I,0.000483842073754,-0.5
11320,0.013328982,0.00664455,0.012679676,0.009756469,Expansion,Component I,0.000498769007074,-0.5
11319,0.013209759,0.006651227,0.012690708,0.009762693,Expansion,Component I,0.000513808442618,-0.5
11318,0.013085161,0.006658737,0.012696877,0.00976892,Expansion,Component I,0.000528954192229,-0.5
11317,0.012955625,0.006668104,0.012713055,0.009775149,Expansion,Component I,0.000544199924925,-0.5
11316,0.012821588,0.006683116,0.012729583,0.009781381,Expansion,Component I,0.000559539174773,-0.5
11315,0.012683586,0.006694792,0.01274668,0.009787615,Expansion,Component I,0.00057496534906,-0.5
11314,0.012543226,0.006695767,0.012763471,0.009793851,Expansion,Component I,0.000590428008995,-0.5
11313,0.012400674,0.006706641,0.012779101,0.00980009,Expansion,Component I,0.00060592581899,-0.5
11312,0.012256096,0.006715278,0.012792614,0.009806332,Expansion,Component I,0.000621457433964,-0.5
11311,0.012109653,0.006721359,0.012791618,0.009812576,Expansion,Component I,0.000637021499694,-0.5
11310,0.011961504,0.006727573,0.012787299,0.009818822,Expansion,Component I,0.000652616653166,-0.5
11309,0.011812826,0.006734742,0.012783175,0.009825071,Expansion,Component I,0.000668254754502,-0.5
11308,0.011663833,0.006761341,0.012795924,0.009831322,Expansion,Component I,0.000683934937528,-0.5
11307,0.011514634,0.006783297,0.012821442,0.009837576,Expansion,Component I,0.000699656317365,-0.5
11306,0.011365343,0.006790411,0.012845454,0.009843832,Expansion,Component I,0.000715417990576,-0.5
11305,0.011216068,0.006798084,0.012869642,0.009850091,Expansion,Component I,0.000731219035339,-0.5
11304,0.011067649,0.00680592,0.01288534,0.009856352,Expansion,Component I,0.000747042555767,-0.5
11303,0.010920224,0.006813708,0.012880331,0.009862615,Expansion,Component I,0.000762888169221,-0.5
11302,0.010773959,0.00682717,0.012875565,0.009868881,Expansion,Component I,0.000778755489356,-0.5
11301,0.010629015,0.006838984,0.012906864,0.009875149,Expansion,Component I,0.000794644126152,-0.5
11300,0.010485547,0.006843808,0.012915932,0.00988142,Expansion,Component I,0.000810553685949,-0.5
11299,0.010343542,0.006848569,0.012930482,0.009887693,Expansion,Component I,0.000826484842135,-0.5
11298,0.010203288,0.006878692,0.012942196,0.009893969,Expansion,Component I,0.000842436131657,-0.5
11297,0.010065095,0.00691837,0.0129411,0.009900247,Expansion,Component I,0.000858406085842,-0.5
11296,0.009929258,0.006928032,0.012925815,0.009906528,Expansion,Component I,0.000874393230805,-0.5
11295,0.009796064,0.00692504,0.012951471,0.009912811,Expansion,Component I,0.000890396087856,-0.5
11294,0.009664715,0.006921871,0.0129584,0.009919096,Expansion,Component I,0.000906390100765,-0.5
11293,0.009535621,0.006937476,0.012961848,0.009925384,Expansion,Component I,0.000922374062739,-0.5
11292,0.009409175,0.006958513,0.01296134,0.009931674,Expansion,Component I,0.0009383467771,-0.5
11291,0.00928575,0.006968331,0.012933372,0.009937967,Expansion,Component I,0.00095430705775,-0.5
11290,0.009165704,0.006981115,0.012921889,0.009944262,Expansion,Component I,0.000970253729618,-0.5
11289,0.009048472,0.006998514,0.012922639,0.009950559,Expansion,Component I,0.000986204820862,-0.5
11288,0.00893415,0.007033288,0.012923945,0.009956859,Expansion,Component I,0.001002159964276,-0.5
11287,0.008823011,0.007057165,0.012925573,0.009963161,Expansion,Component I,0.001018118792374,-0.5
11286,0.008715251,0.007073176,0.012891836,0.009969466,Expansion,Component I,0.001034080937415,-0.5
11285,0.008611056,0.007114798,0.012887347,0.009975773,Expansion,Component I,0.00105004603143,-0.5
11284,0.008508793,0.007135865,0.012912638,0.009982083,Expansion,Component I,0.001065988391178,-0.5
11283,0.008408503,0.007131235,0.012899312,0.009988395,Expansion,Component I,0.001081907656824,-0.5
11282,0.008310221,0.007179721,0.012888146,0.009994709,Expansion,Component I,0.001097803473726,-0.5
11281,0.00821398,0.007212206,0.012877254,0.010001026,Expansion,Component I,0.001113675492472,-0.5
11280,0.00811981,0.007234194,0.012884948,0.010007345,Expansion,Component I,0.001129523368915,-0.5
11279,0.008028214,0.007265025,0.012877257,0.010013667,Expansion,Component I,0.001145378668616,-0.5
11278,0.007939195,0.007304294,0.012868595,0.010019991,Expansion,Component I,0.001161240947579,-0.5
11277,0.007852753,0.007328571,0.012866694,0.010026317,Expansion,Component I,0.001177109759442,-0.5
11276,0.007768885,0.007349191,0.012921958,0.010032646,Expansion,Component I,0.001192984655532,-0.5
11275,0.00768759,0.007400014,0.012927707,0.010038978,Expansion,Component I,0.001208865184921,-0.5
11274,0.007609759,0.00743154,0.012925228,0.010045311,Expansion,Component I,0.001224761650556,-0.5
11273,0.007535421,0.007456226,0.012873835,0.010051647,Expansion,Component I,0.001240673364809,-0.5
11272,0.007464557,0.007498475,0.012822229,0.010057986,Expansion,Component I,0.001256599633028,-0.5
11271,0.007397167,0.007542433,0.012815899,0.010064327,Expansion,Component I,0.001272539753719,-0.5
11270,0.007333245,0.007559038,0.012808618,0.01007067,Expansion,Component I,0.001288493018731,-0.5
11269,0.007272846,0.00759617,0.012799899,0.010077016,Expansion,Component I,0.001304446283743,-0.5
11268,0.007215899,0.007624762,0.012789759,0.010083364,Expansion,Component I,0.001320399548755,-0.5
11267,0.007162398,0.00764851,0.012780332,0.010089715,Expansion,Component I,0.001336352813768,-0.5
11266,0.007112302,0.007663652,0.012794431,0.010096068,Expansion,Component I,0.00135230607878,-0.5
11265,0.007065567,0.00767063,0.012808516,0.010102423,Expansion,Component I,0.001368259343792,-0.5
11264,0.007021922,0.007655781,0.01282378,0.010108781,Expansion,Component I,0.001384240097783,-0.5
11263,0.006981379,0.007655456,0.012868621,0.010115141,Expansion,Component I,0.00140024602147,-0.5
11262,0.006943908,0.007649577,0.01288854,0.010121503,Expansion,Component I,0.001416274774926,-0.5
11261,0.00690939,0.007666192,0.012881942,0.010127868,Expansion,Component I,0.001432323998667,-0.5
11260,0.006877909,0.007664678,0.012876672,0.010134235,Expansion,Component I,0.001448391314758,-0.5
11259,0.006848625,0.007678298,0.012899458,0.010140605,Expansion,Component I,0.001464466900328,-0.5
11258,0.006821523,0.007697009,0.012886911,0.010146977,Expansion,Component I,0.001480544741949,-0.5
11257,0.006796498,0.007716596,0.012906433,0.010153352,Expansion,Component I,0.00149661882366,-0.5
11256,0.00677363,0.007737124,0.012915967,0.010159729,Expansion,Component I,0.001512683133722,-0.5
11255,0.006752894,0.007758148,0.012890884,0.010166108,Expansion,Component I,0.00152873167136,-0.5
11254,0.006734789,0.007751578,0.012870323,0.010172489,Expansion,Component I,0.001544748639035,-0.5
11253,0.006719265,0.007753876,0.012876766,0.010178873,Expansion,Component I,0.001560728105745,-0.5
11252,0.006706268,0.007777714,0.012877533,0.01018526,Expansion,Component I,0.001576664205676,-0.5
11251,0.006695731,0.007804494,0.012867796,0.010191649,Expansion,Component I,0.001592551144724,-0.5
11250,0.006687585,0.007833926,0.012891307,0.01019804,Expansion,Component I,0.001608383206832,-0.5
11249,0.006681119,0.00786443,0.012911673,0.010204433,Expansion,Component I,0.001624187544199,-0.5
11248,0.006676251,0.007857849,0.012915115,0.010210829,Expansion,Component I,0.001639960725058,-0.5
11247,0.006673001,0.007857908,0.012890873,0.010217227,Expansion,Component I,0.001655699326375,-0.5
11246,0.006671222,0.007874393,0.012880341,0.010223628,Expansion,Component I,0.001671399936357,-0.5
11245,0.006670808,0.00789444,0.012873041,0.010230031,Expansion,Component I,0.001687059156958,-0.5
11244,0.006671348,0.007883477,0.012894663,0.010236437,Expansion,Component I,0.001702682799172,-0.5
11243,0.006672664,0.007875218,0.01291592,0.010242844,Expansion,Component I,0.001718270115512,-0.5
11242,0.006674686,0.00787946,0.012937068,0.010249254,Expansion,Component I,0.0017338203681,-0.5
11241,0.006677249,0.007956356,0.012958211,0.010255667,Expansion,Component I,0.001749332828774,-0.5
11240,0.006680402,0.007985404,0.012943823,0.010262082,Expansion,Component I,0.001764806779181,-0.5
11239,0.006684496,0.008002394,0.012957405,0.010268499,Expansion,Component I,0.001780269905956,-0.5
11238,0.006689509,0.008031856,0.012985746,0.010274919,Expansion,Component I,0.001795721733267,-0.5
11237,0.006695422,0.008034149,0.012982615,0.010281341,Expansion,Component I,0.001811161785222,-0.5
11236,0.006702218,0.008049641,0.01296251,0.010287765,Expansion,Component I,0.001826589585945,-0.5
11235,0.006709883,0.008086376,0.012955298,0.010294192,Expansion,Component I,0.001842004659645,-0.5
11234,0.006718848,0.008079905,0.012984205,0.010300621,Expansion,Component I,0.001857386914687,-0.5
11233,0.006729122,0.008094207,0.013022695,0.010307052,Expansion,Component I,0.001872735613212,-0.5
11232,0.006740716,0.00810896,0.013036231,0.010313486,Expansion,Component I,0.0018880500225,-0.5
11231,0.006753648,0.008123713,0.013046004,0.010319922,Expansion,Component I,0.001903329415069,-0.5
11230,0.006767939,0.008117848,0.013055363,0.010326361,Expansion,Component I,0.001918573068787,-0.5
11229,0.006785783,0.008134495,0.013065874,0.010332802,Expansion,Component I,0.001933705228097,-0.5
11228,0.006807191,0.008107175,0.013119628,0.010339245,Expansion,Component I,0.001948719595773,-0.5
11227,0.006832083,0.00810414,0.013163671,0.01034569,Expansion,Component I,0.001963610034724,-0.5
11226,0.006860591,0.008145249,0.013151642,0.010352138,Expansion,Component I,0.001978370575389,-0.5
11225,0.006892759,0.008194599,0.013114934,0.010358589,Expansion,Component I,0.001992995422761,-0.5
11224,0.00693066,0.008204188,0.013123362,0.010365041,Expansion,Component I,0.002007288817411,-0.5
11223,0.006974236,0.008210988,0.013108522,0.010371496,Expansion,Component I,0.002021221357343,-0.5
11222,0.007023428,0.008227191,0.013134063,0.010377954,Expansion,Component I,0.002034766147742,-0.5
11221,0.007078171,0.008262322,0.013167913,0.010384413,Expansion,Component I,0.002047898957021,-0.5
11220,0.007138404,0.008298115,0.013200347,0.010390875,Expansion,Component I,0.002060598341749,-0.5
11219,0.007204579,0.008325332,0.013180213,0.01039734,Expansion,Component I,0.00207270971225,-0.5
11218,0.007276439,0.008363014,0.013163556,0.010403806,Expansion,Component I,0.00208421086953,-0.5
11217,0.007353724,0.008394558,0.01317729,0.010410275,Expansion,Component I,0.00209508582377,-0.5
11216,0.007436172,0.008404137,0.013194634,0.010416747,Expansion,Component I,0.00210532466897,-0.5
11215,0.007523526,0.008425207,0.013202909,0.010423221,Expansion,Component I,0.002114958845039,-0.5
11214,0.007613869,0.008454743,0.01320668,0.010429697,Expansion,Component I,0.002124152779089,-0.5
11213,0.007707044,0.008467363,0.013194453,0.010436175,Expansion,Component I,0.002132912021615,-0.5
11212,0.007802897,0.008475471,0.013188562,0.010442656,Expansion,Component I,0.002141244150401,-0.5
11211,0.007901274,0.008480555,0.013196058,0.010449139,Expansion,Component I,0.002149158707323,-0.5
11210,0.008002029,0.008490275,0.013224244,0.010455624,Expansion,Component I,0.00215666713558,-0.5
11209,0.008104062,0.008492273,0.013230934,0.010462112,Expansion,Component I,0.002164035352931,-0.5
11208,0.008207326,0.008496714,0.013227137,0.010468602,Expansion,Component I,0.002171266020039,-0.5
11207,0.008311777,0.008490078,0.013226329,0.010475094,Expansion,Component I,0.00217836189685,-0.5
11206,0.008417368,0.008493741,0.013224631,0.010481589,Expansion,Component I,0.002185325841742,-0.5
11205,0.008524055,0.008520783,0.013222029,0.010488086,Expansion,Component I,0.002192160810727,-0.5
11204,0.008631649,0.008512015,0.013218402,0.010494585,Expansion,Component I,0.002199025498204,-0.5
11203,0.008740103,0.008505875,0.013202949,0.010501087,Expansion,Component I,0.002205920451644,-0.5
11202,0.008849343,0.008516693,0.013209302,0.010507591,Expansion,Component I,0.002212846211836,-0.5
11201,0.008959297,0.008515441,0.013220057,0.010514098,Expansion,Component I,0.002219803312876,-0.5
11200,0.009069893,0.008520369,0.013192751,0.010520606,Expansion,Component I,0.002226792282163,-0.5
11199,0.009181754,0.008519414,0.013178765,0.010527117,Expansion,Component I,0.002233883256428,-0.5
11198,0.009294723,0.008533267,0.013159677,0.01053363,Expansion,Component I,0.002241077211898,-0.5
11197,0.00940862,0.008551551,0.013153523,0.010540146,Expansion,Component I,0.002248375092119,-0.5
11196,0.00952327,0.008548893,0.0131695,0.010546664,Expansion,Component I,0.002255777807681,-0.5
11195,0.009638539,0.008554705,0.013174547,0.010553184,Expansion,Component I,0.002263286235937,-0.5
11194,0.009754429,0.008536108,0.013231934,0.010559707,Expansion,Component I,0.002270858499007,-0.5
11193,0.009870615,0.008516262,0.013247169,0.010566232,Expansion,Component I,0.002278494893388,-0.5
11192,0.009986786,0.008527528,0.013276274,0.010572759,Expansion,Component I,0.002286195708247,-0.5
11191,0.010102646,0.008518044,0.013309997,0.010579288,Expansion,Component I,0.002293961225389,-0.5
11190,0.010217912,0.008529697,0.013310733,0.01058582,Expansion,Component I,0.002301791719216,-0.5
11189,0.010332022,0.00853906,0.013341337,0.010592354,Expansion,Component I,0.002309796769031,-0.5
11188,0.010444939,0.008523712,0.01337467,0.01059889,Expansion,Component I,0.002317978130703,-0.5
11187,0.010556448,0.008543025,0.013391059,0.010605429,Expansion,Component I,0.002326337415797,-0.5
11186,0.010666409,0.008563639,0.013376078,0.01061197,Expansion,Component I,0.002334876089656,-0.5
11185,0.010774692,0.008564151,0.01337194,0.010618513,Expansion,Component I,0.0023435954695,-0.5
11184,0.010881425,0.008562311,0.013405857,0.010625059,Expansion,Component I,0.002352589594821,-0.5
11183,0.010986567,0.008586184,0.013419272,0.010631607,Expansion,Component I,0.002361859817664,-0.5
11182,0.011090081,0.008599475,0.013473194,0.010638157,Expansion,Component I,0.002371406938089,-0.5
11181,0.011191935,0.008605758,0.013503897,0.010644709,Expansion,Component I,0.002381231197328,-0.5
11180,0.011292098,0.008614227,0.013538491,0.010651264,Expansion,Component I,0.00239130024319,-0.5
11179,0.011390874,0.008634007,0.013571228,0.010657821,Expansion,Component I,0.002401603064012,-0.5
11178,0.011488258,0.008638765,0.013603914,0.010664381,Expansion,Component I,0.002412138963648,-0.5
11177,0.011584245,0.008631481,0.013639895,0.010670942,Expansion,Component I,0.002422906956357,-0.5
11176,0.011678831,0.008637419,0.013675499,0.010677506,Expansion,Component I,0.002433905762071,-0.5
11175,0.011772014,0.008637668,0.013710256,0.010684072,Expansion,Component I,0.002445133802256,-0.5
11174,0.011864022,0.00864936,0.013734642,0.010690641,Expansion,Component I,0.002456543890638,-0.5
11173,0.011954834,0.00865545,0.013763135,0.010697212,Expansion,Component I,0.00246813466775,-0.5
11172,0.012044468,0.008660624,0.013798637,0.010703785,Expansion,Component I,0.002479904617171,-0.5
11171,0.012132924,0.008666197,0.013848225,0.01071036,Expansion,Component I,0.002491852064773,-0.5
11170,0.012220205,0.008671669,0.013881861,0.010716938,Expansion,Component I,0.002503975178197,-0.5
11169,0.012306735,0.008677137,0.013913503,0.010723518,Expansion,Component I,0.002516116641448,-0.5
11168,0.01239251,0.008675508,0.013930139,0.0107301,Expansion,Component I,0.002528241575617,-0.5
11167,0.012477522,0.008659532,0.013944873,0.010736684,Expansion,Component I,0.002540381931018,-0.5
11166,0.012561766,0.008643287,0.013972074,0.010743271,Expansion,Component I,0.002552537387553,-0.5
11165,0.012645237,0.008647289,0.014002469,0.01074986,Expansion,Component I,0.002564707612852,-0.5
11164,0.0127284,0.00866289,0.014032152,0.010756451,Expansion,Component I,0.002576742519701,-0.5
11163,0.012811238,0.008659492,0.014031247,0.010763045,Expansion,Component I,0.002588641295647,-0.5
11162,0.012893779,0.008654358,0.014024341,0.010769641,Expansion,Component I,0.002600403193628,-0.5
11161,0.012976033,0.008657327,0.014029103,0.010776239,Expansion,Component I,0.002612027531076,-0.5
11160,0.013058012,0.008662572,0.014050209,0.010782839,Expansion,Component I,0.002623513688967,-0.5
11159,0.013140005,0.008671124,0.014069766,0.010789442,Expansion,Component I,0.002634734568343,-0.5
11158,0.013222065,0.008672315,0.01408959,0.010796047,Expansion,Component I,0.002645686414761,-0.5
11157,0.013304338,0.008655111,0.014107548,0.010802654,Expansion,Component I,0.00265636600834,-0.5
11156,0.013386782,0.008640072,0.014125838,0.010809263,Expansion,Component I,0.00266677066206,-0.5
11155,0.013469453,0.008617498,0.01416344,0.010815875,Expansion,Component I,0.002676898218215,-0.5
11154,0.013551651,0.008611056,0.014209303,0.010822489,Expansion,Component I,0.002686715675797,-0.5
11153,0.013633439,0.008597388,0.014254228,0.010829105,Expansion,Component I,0.002696190212453,-0.5
11152,0.013714885,0.008584963,0.014291079,0.010835723,Expansion,Component I,0.002705322417463,-0.5
11151,0.013796094,0.008574186,0.014296277,0.010842344,Expansion,Component I,0.002714113950229,-0.5
11150,0.013877106,0.008565618,0.014297406,0.010848967,Expansion,Component I,0.002722567523405,-0.5
11149,0.013957472,0.008558272,0.014296464,0.010855592,Expansion,Component I,0.002730689001099,-0.5
11148,0.014037289,0.008534437,0.014305401,0.010862219,Expansion,Component I,0.002738484053031,-0.5
11147,0.01411655,0.008546367,0.014324425,0.010868849,Expansion,Component I,0.002745959293139,-0.5
11146,0.014195418,0.008543519,0.014342289,0.010875481,Expansion,Component I,0.002753122256901,-0.5
11145,0.014274007,0.008542899,0.014358892,0.010882115,Expansion,Component I,0.002759981378995,-0.5
11144,0.014351753,0.008533954,0.014383402,0.010888752,Expansion,Component I,0.002766629227338,-0.5
11143,0.014428721,0.008530104,0.014415445,0.01089539,Expansion,Component I,0.002773071789654,-0.5
11142,0.01450497,0.008503135,0.014447035,0.010902031,Expansion,Component I,0.002779315380805,-0.5
11141,0.014580655,0.008481719,0.014478217,0.010908674,Expansion,Component I,0.002785366638246,-0.5
11140,0.014655713,0.008466655,0.014508786,0.01091532,Expansion,Component I,0.002791232517835,-0.5
11139,0.014730429,0.008451755,0.01453869,0.010921967,Expansion,Component I,0.002797013582208,-0.5
11138,0.014804828,0.008437466,0.014568402,0.010928617,Expansion,Component I,0.00280271122632,-0.5
11137,0.014878932,0.008423793,0.014597935,0.010935269,Expansion,Component I,0.002808326874635,-0.5
11136,0.014952761,0.008431283,0.01462732,0.010941923,Expansion,Component I,0.002813861980947,-0.5
11135,0.015026332,0.008462681,0.014672943,0.01094858,Expansion,Component I,0.002819318028204,-0.5
